,city,state,citystate,lat,lon
1229,Mount Airy,NC,"Mount Airy, NC",36.4993007,-80.6072858
1230,Salisbury,NC,"Salisbury, NC",35.6709727,-80.4742261
1231,Southport,NC,"Southport, NC",33.921563,-78.02026769999999
1232,Clinton,NC,"Clinton, NC",34.9979453,-78.32333249999999
1233,Gastonia,NC,"Gastonia, NC",35.262082,-81.18730049999999
1234,Morehead City,NC,"Morehead City, NC",34.7229391,-76.7260436
1235,Waynesville,NC,"Waynesville, NC",35.4887145,-82.98874769999999
1236,Bowbells,ND,"Bowbells, ND",48.8030833,-102.2460008
1237,Enderlin,ND,"Enderlin, ND",46.623028,-97.60148620000001
1238,Dickinson,ND,"Dickinson, ND",46.8791756,-102.7896242
1239,Edgeley,ND,"Edgeley, ND",46.3591377,-98.7156564
1240,Devils Lake,ND,"Devils Lake, ND",48.112779,-98.86512019999999
1241,Fargo,ND,"Fargo, ND",46.8771863,-96.7898034
1242,Watford City,ND,"Watford City, ND",47.8022412,-103.2832467
1243,Grand Forks,ND,"Grand Forks, ND",47.9252568,-97.0328547
1244,Jamestown,ND,"Jamestown, ND",46.9105438,-98.7084357
1245,Oakes,ND,"Oakes, ND",46.1385786,-98.09037939999999
1246,Hillsboro,ND,"Hillsboro, ND",47.4038683,-97.0620308
1247,Bismarck,ND,"Bismarck, ND",46.8083268,-100.7837392
1248,Minot,ND,"Minot, ND",48.2329668,-101.2922906
1249,Valley City,ND,"Valley City, ND",46.9233129,-98.0031547
1250,Los Alamos,NM,"Los Alamos, NM",35.8800364,-106.3031138
1251,Las Cruces,NM,"Las Cruces, NM",32.3199396,-106.7636538
1252,Santa Fe,NM,"Santa Fe, NM",35.6869752,-105.937799
1253,Alamogordo,NM,"Alamogordo, NM",32.8995325,-105.960265
1254,Gallup,NM,"Gallup, NM",35.5280783,-108.7425843
1255,Albuquerque,NM,"Albuquerque, NM",35.0843859,-106.650422
1256,Truth Or Consequences,NM,"Truth Or Consequences, NM",33.1284047,-107.2528069
1257,Taos,NM,"Taos, NM",36.4072485,-105.5730665
1258,Angel Fire,NM,"Angel Fire, NM",36.3930879,-105.2850091
1259,Carlsbad,NM,"Carlsbad, NM",32.4206736,-104.2288375
1260,Deming,NM,"Deming, NM",32.2686981,-107.7586404
1261,Hobbs,NM,"Hobbs, NM",32.7026116,-103.1360403
1262,Manahawkin,NJ,"Manahawkin, NJ",39.695397,-74.2587527
1263,Manasquan,NJ,"Manasquan, NJ",40.1136928,-74.0376355
1264,Hammonton,NJ,"Hammonton, NJ",39.6365056,-74.8023853
1265,Pleasantville,NJ,"Pleasantville, NJ",39.3898388,-74.5240422
1266,Newton,NJ,"Newton, NJ",41.0581527,-74.7526651
1267,Kearny,NJ,"Kearny, NJ",40.7684342,-74.1454214
1268,Flemington,NJ,"Flemington, NJ",40.5123258,-74.85933179999999
1269,Lawrence,NJ,"Lawrence, NJ",40.2778055,-74.7294313
1270,Parsippany,NJ,"Parsippany, NJ",40.8652865,-74.41738769999999
1271,MILLVILLE,NJ,"MILLVILLE, NJ",39.4020596,-75.0393438
1272,Manville,NJ,"Manville, NJ",40.5409367,-74.5876569
1273,New Jersey,NJ,"New Jersey, NJ",40.0583238,-74.4056612
1274,Dayton,NJ,"Dayton, NJ",40.372607,-74.5101536
1275,Madison,NJ,"Madison, NJ",40.7598227,-74.417097
1276,Princeton,NJ,"Princeton, NJ",40.3572976,-74.6672226
1277,Montclair,NJ,"Montclair, NJ",40.8259007,-74.2090053
1278,Trenton,NJ,"Trenton, NJ",40.2205824,-74.759717
1279,Baltimore,NJ,"Baltimore, NJ",39.3547823,-74.445816
1280,Salem,NJ,"Salem, NJ",39.5717796,-75.46714229999999
1281,Cherry Hill,NJ,"Cherry Hill, NJ",39.926813,-75.0246312
1282,East Brunswick,NJ,"East Brunswick, NJ",40.4316955,-74.4049778
1283,Point Pleasant,NJ,"Point Pleasant, NJ",40.0831714,-74.0681931
1284,Lambertville City,NJ,"Lambertville City, NJ",40.36593939999999,-74.94294479999999
1285,Bridgewater,NJ,"Bridgewater, NJ",40.5939636,-74.6049061
1286,Bordentown - Florence,NJ,"Bordentown - Florence, NJ",40.097492,-74.7736144
1287,Cape May,NJ,"Cape May, NJ",38.9351125,-74.90600529999999
1288,Hackensack,NJ,"Hackensack, NJ",40.8859325,-74.0434736
1289,Piscataway,NJ,"Piscataway, NJ",40.554887,-74.4642861
1290,Allentown,NJ,"Allentown, NJ",40.1778886,-74.58348869999999
1291,Asbury,NJ,"Asbury, NJ",40.6961188,-75.0104066
1292,Brunswick,ME,"Brunswick, ME",43.9140162,-69.966996
1293,Bar Harbor,ME,"Bar Harbor, ME",44.3876119,-68.2039123
1294,Biddeford,ME,"Biddeford, ME",43.4925843,-70.45338439999999
1295,Kennebunk,ME,"Kennebunk, ME",43.3845306,-70.54399
1296,Portland,ME,"Portland, ME",43.6590993,-70.2568189
1297,Cape Elizabeth,ME,"Cape Elizabeth, ME",43.563696,-70.2000467
1298,Lewiston,ME,"Lewiston, ME",44.100351,-70.21477639999999
1299,Augusta,ME,"Augusta, ME",44.3106241,-69.7794897
1300,Bangor,ME,"Bangor, ME",44.8016128,-68.7712257
1301,York,ME,"York, ME",43.16174830000001,-70.6482581
1302,Paris,AR,"Paris, AR",35.2920325,-93.7299173
1303,Searcy,AR,"Searcy, AR",35.2468204,-91.73368459999999
1304,Cabot,AR,"Cabot, AR",34.974532,-92.0165336
1305,Russellville,AR,"Russellville, AR",35.2784173,-93.1337856
1306,Stamps,AR,"Stamps, AR",33.3654024,-93.4951758
1307,Bentonville,AR,"Bentonville, AR",36.3728538,-94.2088172
1308,Camden,AR,"Camden, AR",33.5845581,-92.8343294
1309,Conway,AR,"Conway, AR",35.0886963,-92.4421011
1310,Jonesboro,AR,"Jonesboro, AR",35.84229670000001,-90.704279
1311,Eagle River,AR,"Eagle River, AR",36.267778,-93.940833
1312,Arkadelphia,AR,"Arkadelphia, AR",34.1209292,-93.0537839
1313,Newport,AR,"Newport, AR",35.6048018,-91.2817951
1314,Marked Tree,AR,"Marked Tree, AR",35.5328594,-90.4206578
1315,Manila,AR,"Manila, AR",35.8800733,-90.1670393
1316,Springdale,AR,"Springdale, AR",36.18674420000001,-94.1288141
1317,Dequeen,AR,"Dequeen, AR",34.0378916,-94.3413168
1318,Huntsville,AR,"Huntsville, AR",36.086187,-93.74130319999999
1319,Mountain Home,AR,"Mountain Home, AR",36.3353949,-92.381346
1320,Sherwood,AR,"Sherwood, AR",34.8150907,-92.2243153
1321,Benton,AR,"Benton, AR",34.5645371,-92.586828
1322,Carlisle,AR,"Carlisle, AR",34.7831469,-91.7465235
1323,Paragould,AR,"Paragould, AR",36.0584021,-90.4973286
1324,Helena,AR,"Helena, AR",34.5291253,-90.5900273
1325,Fayetteville,AR,"Fayetteville, AR",36.082156,-94.17185420000001
1326,Rector,AR,"Rector, AR",36.2631185,-90.2926008
1327,Hot Springs,AR,"Hot Springs, AR",34.5037004,-93.0551795
1328,Batesville,AR,"Batesville, AR",35.769799,-91.6409721
1329,Eureka Springs,AR,"Eureka Springs, AR",36.4011825,-93.7379711
1330,Walnut Ridge,AR,"Walnut Ridge, AR",36.0684035,-90.9559534
1331,Prescott,AR,"Prescott, AR",33.8026107,-93.38100569999999
1332,Cherokee Village,AR,"Cherokee Village, AR",36.2978443,-91.515973
1333,Beebe,AR,"Beebe, AR",35.0706423,-91.8795856
1334,Little Rock,AR,"Little Rock, AR",34.7464809,-92.28959479999999
1335,Hope,AR,"Hope, AR",33.6670615,-93.5915665
1336,Crossett,AR,"Crossett, AR",33.1281779,-91.9612427
1337,Malvern,AR,"Malvern, AR",34.3623149,-92.81294620000001
1338,Dewitt,AR,"Dewitt, AR",34.2928774,-91.3378987
1339,Anchorage,AR,"Anchorage, AR",61.18485289999999,-149.930631
1340,El Dorado,AR,"El Dorado, AR",33.20763,-92.6662674
1341,Trumann,AR,"Trumann, AR",35.6736895,-90.5073285
1342,Harrison,AR,"Harrison, AR",36.2297936,-93.1076765
1343,Stuttgart,AR,"Stuttgart, AR",34.5003748,-91.5526281
1344,Blytheville,AR,"Blytheville, AR",35.9272953,-89.9189753
1345,Lonoke,AR,"Lonoke, AR",34.7839795,-91.8998611
1346,Heber Springs,AR,"Heber Springs, AR",35.4914677,-92.03125999999999
1347,Forrest City,AR,"Forrest City, AR",35.0081474,-90.7898342
1348,Fort Smith,AR,"Fort Smith, AR",35.3859242,-94.39854749999999
1349,Magnolia,AR,"Magnolia, AR",33.2670725,-93.239334
1350,Las Vegas,NV,"Las Vegas, NV",36.1699412,-115.1398296
1351,Reno,NV,"Reno, NV",39.5296329,-119.8138027
1352,Carson City,NV,"Carson City, NV",39.1637984,-119.7674034
1353,Incline Village,NV,"Incline Village, NV",39.249683,-119.9526847
1354,Pahrump,NV,"Pahrump, NV",36.2082943,-115.9839147
1355,Elko,NV,"Elko, NV",40.8324211,-115.7631232
1356,Georgetown,DC,"Georgetown, DC",38.9097057,-77.06535650000001
1357,Washington D.C.,DC,"Washington D.C., DC",38.9071923,-77.0368707
1358,Washington,DC,"Washington, DC",38.9071923,-77.0368707
1359,Santafe De Bogota,DC,"Santafe De Bogota, DC",4.611238,-74.070245
1360,Cumberland,MD,"Cumberland, MD",39.6528654,-78.7625185
1361,Gaithersburg,MD,"Gaithersburg, MD",39.1434406,-77.2013705
1362,Dundalk,MD,"Dundalk, MD",39.2506633,-76.5205184
1363,Easton,MD,"Easton, MD",38.7742826,-76.0763305
1364,Westminister,MD,"Westminister, MD",39.5753791,-76.9958149
1365,Seabrook,MD,"Seabrook, MD",38.9687772,-76.840383
1366,Point Of Rocks,MD,"Point Of Rocks, MD",39.2758979,-77.5391815
1367,Hagerstown,MD,"Hagerstown, MD",39.6417629,-77.71999319999999
1368,Baltimore,MD,"Baltimore, MD",39.2903848,-76.6121893
1369,Salisbury,MD,"Salisbury, MD",38.3606736,-75.5993692
1370,Reisterstown,MD,"Reisterstown, MD",39.4695489,-76.82942129999999
1371,California,MD,"California, MD",38.3004029,-76.5074542
1372,Deale,MD,"Deale, MD",38.7765055,-76.5552359
1373,Salina,KS,"Salina, KS",38.8402805,-97.61142369999999
1374,Medicine Lodge,KS,"Medicine Lodge, KS",37.2811339,-98.580361
1375,Wellington,KS,"Wellington, KS",37.26530040000001,-97.3717118
1376,Great Bend,KS,"Great Bend, KS",38.3644567,-98.7648073
1377,Pratt,KS,"Pratt, KS",37.6439071,-98.73759109999999
1378,Louisburg,KS,"Louisburg, KS",38.6194564,-94.6807903
1379,Wichita,KS,"Wichita, KS",37.68717609999999,-97.33005299999999
1380,Holton,KS,"Holton, KS",39.4652724,-95.7363723
1381,Minneapolis,KS,"Minneapolis, KS",39.1219448,-97.7067028
1382,Basehor,KS,"Basehor, KS",39.1416692,-94.9385762
1383,Eureka,KS,"Eureka, KS",37.8239167,-96.2891703
1384,Emporia,KS,"Emporia, KS",38.403903,-96.18166260000001
1385,Kiowa,KS,"Kiowa, KS",37.0172493,-98.48535389999999
1386,Hays,KS,"Hays, KS",38.8791783,-99.3267702
1387,Baldwin City,KS,"Baldwin City, KS",38.775007,-95.1863603
1388,Desoto,KS,"Desoto, KS",38.9791709,-94.96857829999999
1389,Iola,KS,"Iola, KS",37.9244799,-95.3999814
1390,Newton,KS,"Newton, KS",38.0466779,-97.34503649999999
1391,Goodland,KS,"Goodland, KS",39.350833,-101.7101722
1392,Garnett,KS,"Garnett, KS",38.2805772,-95.24191920000001
1393,Parsons,KS,"Parsons, KS",37.34033840000001,-95.2610838
1394,Lawrence,KS,"Lawrence, KS",38.9716689,-95.2352501
1395,Leavenworth,KS,"Leavenworth, KS",39.3111112,-94.9224637
1396,Derby,KS,"Derby, KS",37.5455735,-97.2689331
1397,Marysville,KS,"Marysville, KS",39.8411129,-96.64724199999999
1398,Paola,KS,"Paola, KS",38.5722353,-94.8791294
1399,Manhattan,KS,"Manhattan, KS",39.18360819999999,-96.57166939999999
1400,Lansing,KS,"Lansing, KS",39.2486126,-94.90024129999999
1401,Osawatomie,KS,"Osawatomie, KS",38.4972372,-94.9505207
1402,Augusta,KS,"Augusta, KS",37.6866844,-96.9767023
1403,Topeka,KS,"Topeka, KS",39.0473451,-95.67515759999999
1404,Hutchinson,KS,"Hutchinson, KS",38.0608445,-97.92977429999999
1405,Burlington,KS,"Burlington, KS",38.1944667,-95.74276410000002
1406,Sabetha,KS,"Sabetha, KS",39.9022223,-95.80082250000001
1407,Atchison,KS,"Atchison, KS",39.5630521,-95.12163559999999
1408,Hugoton,KS,"Hugoton, KS",37.1753025,-101.3496025
1409,Bonner Springs,KS,"Bonner Springs, KS",39.059726,-94.8835754
1410,Pittsburg,KS,"Pittsburg, KS",37.410884,-94.70496
1411,Dodge City,KS,"Dodge City, KS",37.7527982,-100.0170787
1412,Concordia,KS,"Concordia, KS",39.5708354,-97.6625396
1413,El Dorado,KS,"El Dorado, KS",37.81724,-96.8622524
1414,Tonganoxie,KS,"Tonganoxie, KS",39.109724,-95.0877465
1415,Kansas City,KS,"Kansas City, KS",39.114053,-94.6274636
1416,Gardner,KS,"Gardner, KS",38.8108408,-94.9271868
1417,Cheney,KS,"Cheney, KS",37.6300146,-97.7825513
1418,Ottawa,KS,"Ottawa, KS",38.615768,-95.2686366
1419,Valley Center,KS,"Valley Center, KS",37.8347342,-97.3733759
1420,Winfield,KS,"Winfield, KS",37.2397486,-96.9955918
1421,Mcpherson,KS,"Mcpherson, KS",38.3708415,-97.66420869999999
1422,Abilene,KS,"Abilene, KS",38.9172216,-97.2139094
1423,Scottsbluff,NE,"Scottsbluff, NE",41.8666341,-103.6671662
1424,Broken Bow,NE,"Broken Bow, NE",41.401787,-99.64122429999999
1425,Lincoln,NE,"Lincoln, NE",40.813616,-96.7025955
1426,Columbus,NE,"Columbus, NE",41.43029730000001,-97.3593904
1427,Norfolk,NE,"Norfolk, NE",42.03272339999999,-97.41375529999999
1428,Mullen,NE,"Mullen, NE",42.0422345,-101.0425144
1429,Lexington,NE,"Lexington, NE",40.7808398,-99.74150449999999
1430,Alliance,NE,"Alliance, NE",42.0930235,-102.8702006
1431,Omaha,NE,"Omaha, NE",41.2565369,-95.9345034
1432,Chadron,NE,"Chadron, NE",42.8294187,-102.9999069
1433,Fremont,NE,"Fremont, NE",41.4333909,-96.49814669999999
1434,Aurora,NE,"Aurora, NE",40.8672415,-98.00300329999999
1435,Papillion,NE,"Papillion, NE",41.1544432,-96.0422378
1436,Sidney,NE,"Sidney, NE",41.1448219,-102.9774497
1437,Kearney,NE,"Kearney, NE",40.69933030000001,-99.0816784
1438,Grand Island,NE,"Grand Island, NE",40.9263957,-98.3420118
1439,Beatrice,NE,"Beatrice, NE",40.2659269,-96.7466913
1440,Nebraska City,NE,"Nebraska City, NE",40.6765745,-95.8593616
1441,Fairbury,NE,"Fairbury, NE",40.1466169,-97.1798456
1442,West Point,NE,"West Point, NE",41.8416659,-96.7086432
1443,Mccook,NE,"Mccook, NE",40.1966701,-100.6248741
1444,Wailuku,HI,"Wailuku, HI",20.8911111,-156.5047222
1445,Lihue,HI,"Lihue, HI",21.9811111,-159.3711111
1446,Kailua-Kona,HI,"Kailua-Kona, HI",19.639994,-155.9969261
1447,Honolulu,HI,"Honolulu, HI",21.3069444,-157.8583333
1448,Kaneohe,HI,"Kaneohe, HI",21.3996475,-157.7973653
1449,Hilo,HI,"Hilo, HI",19.7241106,-155.0868193
1450,Smyrna,DE,"Smyrna, DE",39.2998339,-75.6046494
1451,Rehoboth Beach,DE,"Rehoboth Beach, DE",38.7209454,-75.07601369999999
1452,Lewes,DE,"Lewes, DE",38.7745565,-75.13934979999999
1453,Wilmington,DE,"Wilmington, DE",39.7390721,-75.5397878
1454,Bethany Beach,DE,"Bethany Beach, DE",38.5395564,-75.0551806
1455,Dover,DE,"Dover, DE",39.158168,-75.5243682
1456,Mesa,AZ,"Mesa, AZ",33.4151843,-111.8314724
1457,Payson,AZ,"Payson, AZ",34.2308684,-111.3251355
1458,Nogales,AZ,"Nogales, AZ",31.3403775,-110.9342532
1459,Tempe,AZ,"Tempe, AZ",33.4255104,-111.9400054
1460,Bisbee,AZ,"Bisbee, AZ",31.4481547,-109.9284084
1461,Cottonwood,AZ,"Cottonwood, AZ",34.7391876,-112.0098791
1462,Holbrook,AZ,"Holbrook, AZ",34.9022482,-110.1581768
1463,Chino Valley,AZ,"Chino Valley, AZ",34.7575227,-112.4537809
1464,Fort Huachuca,AZ,"Fort Huachuca, AZ",31.5552157,-110.3499216
1465,Sedona,AZ,"Sedona, AZ",34.8697395,-111.7609896
1466,Benson,AZ,"Benson, AZ",31.9678611,-110.2945174
1467,Lake Havasu City,AZ,"Lake Havasu City, AZ",34.483901,-114.3224548
1468,Douglas,AZ,"Douglas, AZ",31.3445471,-109.5453447
1469,Phoenix,AZ,"Phoenix, AZ",33.4483771,-112.0740373
1470,Tucson,AZ,"Tucson, AZ",32.2226066,-110.9747108
1471,Wickenburg,AZ,"Wickenburg, AZ",33.9697664,-112.7301882
1472,Willcox,AZ,"Willcox, AZ",32.2528519,-109.8320124
1473,Safford,AZ,"Safford, AZ",32.8339546,-109.70758
1474,Yuma,AZ,"Yuma, AZ",32.6926512,-114.6276916
1475,Williams,AZ,"Williams, AZ",35.24945659999999,-112.1910031
1476,Kingman,AZ,"Kingman, AZ",35.189443,-114.0530065
1477,Prescott Valley,AZ,"Prescott Valley, AZ",34.6100243,-112.315721
1478,Bullhead City,AZ,"Bullhead City, AZ",35.1359386,-114.5285981
1479,Prescott,AZ,"Prescott, AZ",34.5400242,-112.4685025
1480,Green Valley,AZ,"Green Valley, AZ",31.8542511,-110.9937019
1481,Sierra Vista,AZ,"Sierra Vista, AZ",31.5455001,-110.2772856
1482,Glendale,AZ,"Glendale, AZ",33.5386523,-112.1859866
1483,Casa Grande,AZ,"Casa Grande, AZ",32.9110027,-111.7733902
1484,Fountain Hills,AZ,"Fountain Hills, AZ",33.6042079,-111.7256936
1485,Flagstaff,AZ,"Flagstaff, AZ",35.1982836,-111.651302
1486,Cave Creek,AZ,"Cave Creek, AZ",33.8333716,-111.9507042
1487,Ithaca,NY,"Ithaca, NY",42.4439614,-76.5018807
1488,New York,NY,"New York, NY",40.7127753,-74.0059728
1489,Norwich,NY,"Norwich, NY",42.531184,-75.5235149
1490,Harrisson,NY,"Harrisson, NY",40.9700171,-73.7176337
1491,Cold Spring,NY,"Cold Spring, NY",41.4200937,-73.954583
1492,Fulton,NY,"Fulton, NY",43.3228462,-76.4171585
1493,Bayside,NY,"Bayside, NY",40.7585569,-73.7654367
1494,Rochester,NY,"Rochester, NY",43.15657789999999,-77.6088465
1495,Schenectady,NY,"Schenectady, NY",42.8142432,-73.9395687
1496,Rockaway Beach,NY,"Rockaway Beach, NY",40.5867247,-73.8114993
1497,Newark,NY,"Newark, NY",43.0467301,-77.0952516
1498,Plattsburgh,NY,"Plattsburgh, NY",44.6994873,-73.4529124
1499,Glens Falls,NY,"Glens Falls, NY",43.3095164,-73.6440058
1500,White Plains,NY,"White Plains, NY",41.03398620000001,-73.7629097
1501,Batavia,NY,"Batavia, NY",42.9981156,-78.1875167
1502,Ridgewood,NY,"Ridgewood, NY",40.7043986,-73.9018292
1503,Hamilton,NY,"Hamilton, NY",42.8270136,-75.5446238
1504,Syosset,NY,"Syosset, NY",40.8262101,-73.502068
1505,Massapequan,NY,"Massapequan, NY",40.6806563,-73.4742914
1506,Forest Hills,NY,"Forest Hills, NY",40.718106,-73.8448469
1507,Farmingdale,NY,"Farmingdale, NY",40.7325997,-73.4454009
1508,Floral Park,NY,"Floral Park, NY",40.7237133,-73.7048532
1509,Setauket,NY,"Setauket, NY",40.9293759,-73.1025502
1510,Syracuse,NY,"Syracuse, NY",43.0481221,-76.14742439999999
1511,Fresh Meadows,NY,"Fresh Meadows, NY",40.7335179,-73.7801447
1512,Poughkeepsie,NY,"Poughkeepsie, NY",41.7003713,-73.9209701
1513,Bridgehampton,NY,"Bridgehampton, NY",40.9378777,-72.3009158
1514,Astoria,NY,"Astoria, NY",40.7643574,-73.92346189999999
1515,Auburn,NY,"Auburn, NY",42.9317335,-76.5660529
1516,Dansville,NY,"Dansville, NY",42.5608999,-77.696106
1517,Hillsdale,NY,"Hillsdale, NY",42.1792443,-73.525026
1518,Sag Harbor,NY,"Sag Harbor, NY",40.99787730000001,-72.2925819
1519,Niagara Falls,NY,"Niagara Falls, NY",43.0962143,-79.0377388
1520,Roslyn,NY,"Roslyn, NY",40.7998227,-73.6509622
1521,Dunkirk,NY,"Dunkirk, NY",42.4795019,-79.3339324
1522,Narrowsburg,NY,"Narrowsburg, NY",41.602546,-75.0581943
1523,Glen Oaks,NY,"Glen Oaks, NY",40.7471504,-73.7118223
1524,Levittown,NY,"Levittown, NY",40.7259336,-73.51429209999999
1525,Saranac Lake,NY,"Saranac Lake, NY",44.329496,-74.1312662
1526,Staten Island,NY,"Staten Island, NY",40.5795317,-74.1502007
1527,Plainview,NY,"Plainview, NY",40.7764882,-73.4673454
1528,East Hampton,NY,"East Hampton, NY",40.96343350000001,-72.1848009
1529,Elmira,NY,"Elmira, NY",42.0897965,-76.8077338
1530,Geneseo,NY,"Geneseo, NY",42.795896,-77.816947
1531,Geneva,NY,"Geneva, NY",42.8679836,-76.985557
1532,Olean,NY,"Olean, NY",42.083639,-78.42992699999999
1533,Jamaica,NY,"Jamaica, NY",40.702677,-73.7889689
1534,Flushing,NY,"Flushing, NY",40.7674987,-73.833079
1535,Oneonta,NY,"Oneonta, NY",42.4528571,-75.0637746
1536,Garden City,NY,"Garden City, NY",40.7267682,-73.6342954
1537,Pleasant Valley,NY,"Pleasant Valley, NY",41.7445382,-73.8212439
1538,Herkimer,NY,"Herkimer, NY",43.0256259,-74.9859889
1539,Melville,NY,"Melville, NY",40.7934322,-73.41512139999999
1540,Tonawanda,NY,"Tonawanda, NY",43.0203347,-78.880315
1541,Bellport,NY,"Bellport, NY",40.75704289999999,-72.9392727
1542,Mineola,NY,"Mineola, NY",40.7492678,-73.64068449999999
1543,Jamestown,NY,"Jamestown, NY",42.0970023,-79.23532589999999
1544,Buffalo,NY,"Buffalo, NY",42.88644679999999,-78.8783689
1545,Kingston,NY,"Kingston, NY",41.9270367,-73.9973608
1546,Richmond Hill,NY,"Richmond Hill, NY",40.6958108,-73.8272029
1547,Cooperstown,NY,"Cooperstown, NY",42.7006303,-74.92432099999999
1548,Putnam,NY,"Putnam, NY",43.7467286,-73.39706129999999
1549,Little Neck,NY,"Little Neck, NY",40.7612957,-73.7330753
1550,Elmont,NY,"Elmont, NY",40.700936,-73.712909
1551,Manhasset,NY,"Manhasset, NY",40.7978787,-73.6995749
1552,Adirondacks,NY,"Adirondacks, NY",44.1247154,-73.8693043
1553,Little Falls,NY,"Little Falls, NY",43.0434039,-74.8595957
1554,Lockport,NY,"Lockport, NY",43.1706128,-78.6903098
1555,Canandaigua,NY,"Canandaigua, NY",42.887535,-77.2816984
1556,Albany,NY,"Albany, NY",42.6525793,-73.7562317
1557,Port Washington,NY,"Port Washington, NY",40.8256561,-73.69818579999999
1558,Saratoga Springs,NY,"Saratoga Springs, NY",43.0831301,-73.7845651
1559,Whitestone,NY,"Whitestone, NY",40.7920449,-73.8095574
1560,Long Beach,NY,"Long Beach, NY",40.5884373,-73.65790799999999
1561,Glen Cove,NY,"Glen Cove, NY",40.8623217,-73.6337389
1562,Westbury,NY,"Westbury, NY",40.7556561,-73.5876273
1563,Brooklyn,NY,"Brooklyn, NY",40.6781784,-73.9441579
1564,Medina,NY,"Medina, NY",43.2200583,-78.3869685
1565,Hyde Park,NY,"Hyde Park, NY",41.7667602,-73.9015246
1566,Amsterdam,NY,"Amsterdam, NY",42.9377453,-74.190356
1567,Gloversville,NY,"Gloversville, NY",43.0528506,-74.3437467
1568,Hicksville,NY,"Hicksville, NY",40.7684331,-73.5251253
1569,Corning,NY,"Corning, NY",42.1428521,-77.05469029999999
1570,Laurelton,NY,"Laurelton, NY",40.6740861,-73.74484369999999
1571,Speculator,NY,"Speculator, NY",43.49728959999999,-74.36181049999999
1572,Utica,NY,"Utica, NY",43.100903,-75.232664
1573,Great Neck,NY,"Great Neck, NY",40.8006567,-73.7284647
1574,Wellsville,NY,"Wellsville, NY",42.1220124,-77.94805749999999
1575,Oswego,NY,"Oswego, NY",43.4553461,-76.5104973
1576,Middletown,NY,"Middletown, NY",41.4459271,-74.42293409999999
1577,Binghamton,NY,"Binghamton, NY",42.09868669999999,-75.91797380000001
1578,Oyster Bay,NY,"Oyster Bay, NY",40.7893778,-73.5358541
1579,Oneida,NY,"Oneida, NY",43.0925684,-75.65129309999999
1580,New Hyde Park,NY,"New Hyde Park, NY",40.7351018,-73.6879082
1581,Moscow,ID,"Moscow, ID",46.73238749999999,-117.000165
1582,Boise,ID,"Boise, ID",43.6150186,-116.2023137
1583,Mountain Home,ID,"Mountain Home, ID",43.1329504,-115.6911975
1584,Lewiston,ID,"Lewiston, ID",46.4004089,-117.001189
1585,Emmett,ID,"Emmett, ID",43.8734978,-116.4993012
1586,Nampa,ID,"Nampa, ID",43.5788175,-116.55978
1587,Pocatello,ID,"Pocatello, ID",42.8621042,-112.4506191
1588,Ketchum,ID,"Ketchum, ID",43.6807402,-114.3636619
1589,Coeur dAlene,ID,"Coeur dAlene, ID",47.6734632,-116.7812225
1590,Sandpoint,ID,"Sandpoint, ID",48.276577,-116.553465
1591,Orofino,ID,"Orofino, ID",46.479347,-116.2551395
1592,Twin Falls,ID,"Twin Falls, ID",42.5558381,-114.4700518
1593,Marietta,OH,"Marietta, OH",39.41535200000001,-81.45484359999999
1594,Logan,OH,"Logan, OH",39.5400672,-82.4070986
1595,Richwood,OH,"Richwood, OH",40.4264477,-83.2968631
1596,Georgetown,OH,"Georgetown, OH",38.8645138,-83.90409439999999
1597,Lima,OH,"Lima, OH",40.742551,-84.1052256
1598,Bellefontaine,OH,"Bellefontaine, OH",40.3611643,-83.7596557
1599,Cadiz,OH,"Cadiz, OH",40.2728452,-80.9967628
1600,Sandusky,OH,"Sandusky, OH",41.4489396,-82.7079605
1601,Troy,OH,"Troy, OH",40.0394982,-84.20327669999999
1602,Dover-New Philadelphia,OH,"Dover-New Philadelphia, OH",40.5206198,-81.4740054
1603,Fairfield,OH,"Fairfield, OH",39.3454673,-84.5603187
1604,Hudson,OH,"Hudson, OH",41.240056,-81.44066699999999
1605,Newark,OH,"Newark, OH",40.0581205,-82.4012642
1606,Coshocton,OH,"Coshocton, OH",40.2720151,-81.8595756
1607,Massillon,OH,"Massillon, OH",40.7967244,-81.52150929999999
1608,Toledo,OH,"Toledo, OH",41.6528052,-83.5378674
1609,Chillicothe,OH,"Chillicothe, OH",39.3331197,-82.9824019
1610,West Union,OH,"West Union, OH",38.7945166,-83.5451934
1611,Batavia,OH,"Batavia, OH",39.0770072,-84.1768795
1612,Columbus,OH,"Columbus, OH",39.9611755,-82.99879419999999
1613,Wapakoneta,OH,"Wapakoneta, OH",40.5678265,-84.1935594
1614,Martins Ferry,OH,"Martins Ferry, OH",40.0959055,-80.724526
1615,Mansfield,OH,"Mansfield, OH",40.75839,-82.5154471
1616,Hamilton,OH,"Hamilton, OH",39.3995008,-84.5613355
1617,Yellow Springs,OH,"Yellow Springs, OH",39.8064486,-83.88687399999999
1618,Sunbury,OH,"Sunbury, OH",40.2425623,-82.85906729999999
1619,Youngstown,OH,"Youngstown, OH",41.0997803,-80.6495194
1620,Washington Court House,OH,"Washington Court House, OH",39.5364511,-83.4390843
1621,Port Clinton,OH,"Port Clinton, OH",41.5119954,-82.93769189999999
1622,East Liverpool,OH,"East Liverpool, OH",40.6186756,-80.5772928
1623,Cambridge,OH,"Cambridge, OH",40.031183,-81.5884561
